,content_id,reaction_type,Datetime,score,content_type,category
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2021-01-24 11:03:43,75,photo,studying
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,2021-04-09 02:46:20,0,photo,studying
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2021-02-02 03:43:43,75,photo,studying
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2021-02-04 03:06:12,30,photo,studying
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,2020-11-09 02:49:59,10,photo,studying
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2020-09-29 16:00:27,15,photo,studying
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,2020-11-29 21:33:04,10,photo,studying
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,2021-02-13 07:54:01,70,photo,studying
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2020-07-14 05:28:44,30,photo,studying
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,2020-08-23 10:30:37,20,photo,studying
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2021-05-10 09:27:42,12,photo,studying
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-03-15 03:59:11,5,photo,studying
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,2020-06-25 17:01:58,10,photo,healthy eating
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,2020-09-13 00:11:50,45,photo,healthy eating
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 18:17:06,35,photo,healthy eating
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,2021-02-11 04:53:56,15,photo,healthy eating
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-03-08 10:40:53,5,photo,healthy eating
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,2021-03-28 21:15:26,0,photo,healthy eating
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-05-25 01:00:28,5,photo,healthy eating
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-15 12:17:43,50,photo,healthy eating
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2021-05-05 16:26:43,65,photo,healthy eating
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-08-31 00:21:56,65,photo,healthy eating
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,2021-06-16 03:02:28,60,photo,healthy eating
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,2020-07-07 10:52:30,20,photo,healthy eating
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 07:59:11,35,photo,healthy eating
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-09-23 11:15:19,65,photo,healthy eating
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-24 05:56:19,50,photo,healthy eating
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-12-07 19:13:23,5,photo,healthy eating
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2020-08-03 16:41:04,75,photo,healthy eating
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2021-01-10 15:36:01,72,photo,healthy eating
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-09-20 08:48:13,15,photo,healthy eating
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,2020-07-20 14:06:31,70,photo,healthy eating
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-24 12:15:34,72,photo,healthy eating
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-06 01:27:19,30,photo,healthy eating
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-12-25 00:09:41,60,photo,healthy eating
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-14 07:56:56,50,photo,healthy eating
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-05 18:00:42,50,photo,healthy eating
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-11-18 23:37:37,5,photo,healthy eating
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-05-09 02:42:43,30,photo,healthy eating
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-05-11 08:38:47,10,photo,healthy eating
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,2020-11-12 08:00:05,35,photo,healthy eating
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-06-21 16:57:09,60,photo,healthy eating
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2021-03-04 23:58:54,75,photo,healthy eating
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-07-09 16:47:07,70,photo,healthy eating
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01 19:16:01,5,photo,healthy eating
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23 22:46:17,10,photo,healthy eating
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-12-11 14:08:51,15,photo,healthy eating
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23 23:41:18,10,photo,healthy eating
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13 00:33:42,70,photo,healthy eating
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09 10:13:56,30,photo,healthy eating
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29 19:41:49,65,photo,healthy eating
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14 12:47:27,60,photo,healthy eating
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04 05:40:33,0,photo,healthy eating
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07 04:09:29,72,photo,healthy eating
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23 21:19:27,72,photo,healthy eating
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14 23:53:51,72,photo,healthy eating
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,2020-08-04 19:26:08,12,photo,healthy eating
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12 04:54:46,30,photo,healthy eating
91,356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03 12:17:12,12,photo,technology
92,356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27 22:15:54,70,photo,technology
93,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27 05:45:15,60,photo,technology
94,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 09:11:23,15,photo,technology
95,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07 09:16:35,60,photo,technology
96,356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16 08:39:40,5,photo,technology
97,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29 15:38:26,20,photo,technology
98,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03:26,15,video,food
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25 20:02:53,30,GIF,cooking
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02 03:45:03,5,GIF,cooking
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28 08:49:29,70,GIF,cooking
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15 13:06:04,35,GIF,cooking
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04 21:25:52,10,GIF,cooking
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23 22:12:03,65,GIF,cooking
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16 04:01:15,70,GIF,cooking
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03 08:44:25,30,GIF,cooking
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25 12:45:41,72,GIF,cooking
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2020-12-03 16:47:33,50,GIF,cooking
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22 21:03:24,50,GIF,cooking
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18 13:39:54,70,GIF,cooking
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06 00:35:24,20,GIF,cooking
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14 14:33:17,72,GIF,cooking
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27 15:21:54,12,GIF,cooking
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21 02:12:26,35,GIF,cooking
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26 06:09:46,10,GIF,cooking
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25 03:16:57,10,GIF,cooking
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07 22:50:16,45,GIF,cooking
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2020-10-24 14:06:32,20,GIF,cooking
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01 21:18:45,35,GIF,cooking
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10 22:07:25,72,GIF,cooking
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12 16:37:36,70,video,dogs
122,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22:49,60,video,dogs
123,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 00:38:50,45,video,dogs
124,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 01:53:44,12,video,dogs
125,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 07:21:32,0,video,dogs
126,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 04:11:42,60,video,dogs
127,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 07:23:46,5,video,dogs
128,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25:16,50,video,dogs
129,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 07:33:24,35,video,dogs
130,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2020-11-08 10:53:19,20,video,dogs
131,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 05:23:29,60,video,dogs
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35:56,0,video,dogs
133,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35:47,70,video,dogs
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 09:31:00,30,video,dogs
135,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39:16,5,video,dogs
136,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28:01,45,video,dogs
137,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 00:21:50,10,video,dogs
138,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06:49,12,video,dogs
139,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 06:29:58,70,video,dogs
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-08-02 06:20:43,15,video,dogs
141,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 04:57:36,70,video,dogs
142,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 09:07:21,75,video,dogs
143,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46:34,10,video,dogs
144,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:19,15,video,dogs
145,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 09:48:00,20,video,dogs
146,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44:48,30,video,dogs
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:31,15,video,dogs
148,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:01,15,video,dogs
149,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07:35,30,video,dogs
150,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-28 08:31:27,30,video,dogs
151,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 05:27:32,30,video,dogs
152,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43:58,12,video,dogs
153,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:22,15,video,dogs
154,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 05:51:54,60,video,dogs
155,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19,60,video,dogs
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31:06,30,video,dogs
157,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03,60,video,dogs
158,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 03:35:13,70,video,dogs
159,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10:20,0,video,dogs
160,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-02-07 15:59:10,70,video,dogs
161,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46:24,5,video,dogs
162,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41:24,50,video,dogs
163,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 02:40:09,65,video,dogs
164,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 09:36:48,72,video,dogs
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24:36,70,video,technology
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00:19,75,video,technology
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59,60,video,technology
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 00:00:21,12,video,technology
169,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 02:38:53,72,photo,soccer
170,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13 13:11:03,20,photo,soccer
171,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02 16:46:38,12,photo,soccer
172,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26 02:25:57,45,photo,soccer
173,0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25 19:18:58,70,photo,soccer
174,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2021-02-01 00:15:07,5,photo,soccer
175,0bedca96-fb76-4287-a83c-17330ed39cce,love,2021-06-04 14:36:48,65,photo,soccer
176,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-08-19 13:38:44,72,photo,soccer
177,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,2021-04-22 02:08:07,70,photo,soccer
178,0bedca96-fb76-4287-a83c-17330ed39cce,super love,2020-06-26 10:33:08,75,photo,soccer
179,0bedca96-fb76-4287-a83c-17330ed39cce,like,2020-08-15 18:16:38,50,photo,soccer
180,0bedca96-fb76-4287-a83c-17330ed39cce,love,2020-11-26 13:42:17,65,photo,soccer
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-04-14 00:56:54,70,photo,public speaking
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-07-21 21:27:18,20,photo,public speaking
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2021-03-29 06:57:35,10,photo,public speaking
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-05-20 16:11:03,70,photo,public speaking
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-11-02 06:09:02,50,photo,public speaking
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-10-24 15:37:55,20,photo,public speaking
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07 14:42:05,60,photo,public speaking
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04 02:46:37,15,photo,public speaking
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2021-01-07 14:08:59,72,photo,public speaking
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2020-07-06 11:18:23,35,photo,public speaking
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-03-27 04:56:15,50,photo,public speaking
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-11-21 21:25:27,45,photo,public speaking
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2020-08-22 01:25:23,70,photo,public speaking
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2021-06-14 11:45:51,35,photo,public speaking
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-07-15 19:28:53,12,photo,public speaking
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2021-03-21 14:39:14,45,photo,public speaking
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,2021-04-07 03:15:32,75,photo,public speaking
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2021-04-24 06:56:18,70,photo,public speaking
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30 14:05:52,60,photo,public speaking
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-07-19 19:28:53,60,photo,public speaking
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21 07:08:24,15,photo,public speaking
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31 13:48:15,15,photo,public speaking
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-12-24 03:24:57,5,photo,public speaking
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-05-27 01:44:22,0,photo,public speaking
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-02-13 04:14:45,0,photo,public speaking
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-07-14 04:36:58,72,photo,public speaking
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2020-07-15 16:03:17,10,photo,public speaking
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-10-08 17:23:39,50,photo,public speaking
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-11-12 23:55:59,60,photo,public speaking
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-02-21 05:01:29,70,photo,public speaking
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-07-09 08:58:04,45,photo,public speaking
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-06-26 23:45:10,72,photo,public speaking
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-11-20 13:18:45,12,photo,public speaking
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-05-29 21:34:57,50,photo,public speaking
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2021-02-22 02:48:34,20,photo,public speaking
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-07 18:39:43,15,photo,public speaking
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-10-01 15:10:15,72,photo,public speaking
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-11-21 08:24:23,5,photo,public speaking
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-04-15 13:50:58,15,photo,public speaking
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,2020-06-30 01:14:13,65,photo,public speaking
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2020-12-01 15:06:19,70,photo,public speaking
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2020-11-07 00:47:34,15,photo,public speaking
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-06-30 13:08:43,75,GIF,science
224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-08-04 03:09:30,60,GIF,science
225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-28 07:01:21,45,GIF,science
226,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-10-25 02:39:21,75,GIF,science
227,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,2020-07-05 03:37:53,12,GIF,science
228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,2021-04-28 15:16:13,70,GIF,science
229,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,2021-01-31 00:54:10,20,GIF,science
230,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2020-08-29 11:37:51,72,GIF,science
231,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-10-15 12:09:51,45,GIF,science
232,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2020-08-02 21:20:42,65,GIF,science
233,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2020-10-31 21:46:10,15,GIF,science
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-10-12 09:40:05,60,GIF,science
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,2020-12-12 12:22:24,70,GIF,science
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,2021-01-09 16:37:02,50,GIF,science
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,2020-08-23 04:39:40,5,GIF,science
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2020-12-22 04:20:41,65,GIF,science
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,2020-11-07 08:49:52,0,GIF,science
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2021-04-17 22:45:10,72,GIF,science
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2021-04-21 00:21:08,15,GIF,science
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-19 10:33:01,45,GIF,science
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-06 02:08:44,45,GIF,science
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2021-03-26 05:42:40,65,GIF,science
245,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2020-09-13 11:24:46,70,GIF,tennis
246,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-28 21:06:52,12,GIF,tennis
247,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2021-01-20 01:15:51,20,GIF,tennis
248,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-09-03 01:15:28,75,GIF,tennis
249,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-09 10:46:06,12,GIF,tennis
250,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2020-09-19 22:29:36,20,GIF,tennis
251,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2021-05-29 07:21:43,75,GIF,tennis
252,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-05-15 19:04:28,12,GIF,tennis
253,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2020-08-15 12:27:11,45,GIF,tennis
254,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,2021-03-31 15:51:15,0,GIF,tennis
255,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-02-15 03:32:10,35,GIF,tennis
